pg_table;column_name;alias_name;data_type;position;display_type;section;notvisible
aep_equipement;prec_clas;Classe précision;text;30;DETAILED;Localisation;
aep_equipement;commune;Commune;text;31;DETAILED;Localisation;
aep_equipement;rue;Rue;text;32;DETAILED;Localisation;
aep_equipement;comment;Commentaires;text;40;DETAILED;Complément;
aep_equipement;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_equipement;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_equipement;angle;Angle;float8;92;DETAILED;Métadonnées;1
aep_equipement;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
aep_equipement;geom;Geom;geometry;94;DETAILED;Métadonnées;1
aep_equipement;uuid;UUID;uuid;;;;
aep_equipement;source;Source de donnée;text;;;;
aep_equipement;integ;Type intégration;text;;;;
aep_equipement;dict;Dict;bool;;;;
aep_equipement;date_cre;Date création;timestamp;;;;
aep_equipement;date_maj;Date MAJ;timestamp;;;;
aep_equipement;id_ext;ID Externe;text;;;;
aep_equipement;domaine;Domanialité;text;;;;
aep_equipement;date_gref;Date géo-référencement;date;;;;
aep_equipement;type_gref;Type relève;text;;;;
aep_equipement;prec_gref;Classe précision appareil de levé;text;;;;
aep_equipement;date_abdn;Date abandon;date;;;;
aep_equipement;statut;Statut;text;;;;
aep_equipement;propriete;Maître ouvrage;text;;;;
aep_equipement;x;X;numeric;;;;
aep_equipement;y;Y;numeric;;;;
aep_equipement;z;Z relève (matrice sup.);numeric;;;;
aep_equipement;prec_xy;Classe précision XY;text;;;;
aep_equipement;prec_z;Classe précision Z;text;;;;
aep_equipement;code;Code;text;;;;
aep_equipement;modele;Modèle;text;;;;
aep_equipement;old_id;ID SIG Source;int4;;;;
aep_equipement_disperse;date_gref;Date géo-référencement;date;;;;
aep_equipement_disperse;id;ID;text;;;;
aep_equipement_disperse;contrat;Contrat;text;;;;
aep_equipement_disperse;type_gref;Type relève;text;;;;
aep_equipement_disperse;prec_gref;Classe précision appareil de levé;text;;;;
aep_equipement_disperse;territoire;Code orga;text;;;;
aep_equipement_disperse;date_abdn;Date abandon;date;;;;
aep_equipement_disperse;statut;Statut;text;;;;
aep_equipement_disperse;code_contrat;Code Contrat;text;;;;
aep_equipement_disperse;lib_recol;Récolement;text;;;;
aep_equipement_disperse;type;Type;text;;;;
aep_equipement_disperse;prec_clas;Classe précision;text;;;;
aep_equipement_disperse;date_serv;Date mise en service;date;;;;
aep_equipement_disperse;x;X;numeric;;;;
aep_equipement_disperse;y;Y;numeric;;;;
aep_equipement_disperse;sol_gref;Niveau sol GPS;numeric;;;;
aep_equipement_disperse;adresse;Adresse ;text;;;;
aep_equipement_disperse;geom;Geom;geometry;;;;
aep_equipement_public;id;ID;text;1;SYNTHETIC;Identification;
aep_equipement_public;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_equipement_public;type;Type;text;3;SYNTHETIC;Identification;
aep_equipement_public;diametre;Diamètre;int4;10;DETAILED;Caractéristiques patrimoine;
aep_equipement_public;lib_recol;Récolement;text;11;DETAILED;Caractéristiques patrimoine;
aep_equipement_public;date_serv;Date mise en service;date;12;DETAILED;Caractéristiques patrimoine;
aep_equipement_public;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_equipement_public;prec_clas;Classe précision;text;30;DETAILED;Localisation;
aep_equipement_public;commune;Commune;text;31;DETAILED;Localisation;
aep_equipement_public;rue;Rue;text;32;DETAILED;Localisation;
aep_equipement_public;comment;Commentaires;text;40;DETAILED;Complément;
aep_equipement_public;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_equipement_public;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_equipement_public;angle;Angle;float8;92;DETAILED;Métadonnées;1
aep_equipement_public;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
aep_equipement_public;geom;Geom;geometry;94;DETAILED;Métadonnées;1
aep_equipement_public;uuid;UUID;uuid;;;;
aep_equipement_public;source;Source de donnée;text;;;;
aep_equipement_public;integ;Type intégration;text;;;;
aep_equipement_public;dict;Dict;bool;;;;
aep_equipement_public;date_cre;Date création;timestamp;;;;
aep_equipement_public;date_maj;Date MAJ;timestamp;;;;
aep_equipement_public;id_ext;ID Externe;text;;;;
aep_equipement_public;domaine;Domanialité;text;;;;
aep_equipement_public;date_gref;Date géo-référencement;date;;;;
aep_equipement_public;type_gref;Type relève;text;;;;
aep_equipement_public;prec_gref;Classe précision appareil de levé;text;;;;
aep_equipement_public;date_abdn;Date abandon;date;;;;
aep_equipement_public;statut;Statut;text;;;;
aep_equipement_public;propriete;Maître ouvrage;text;;;;
aep_equipement_public;x;X;numeric;;;;
aep_equipement_public;y;Y;numeric;;;;
aep_equipement_public;z;Z relève (matrice sup.);numeric;;;;
aep_equipement_public;prec_xy;Classe précision XY;text;;;;
aep_equipement_public;prec_z;Classe précision Z;text;;;;
aep_equipement_public;code;Code;text;;;;
aep_equipement_public;marque;Marque;text;;;;
aep_equipement_public;adresse;Adresse ;text;;;;
aep_equipement_public;old_id;ID SIG Source;int4;;;;
aep_etage_de_pression;code_contrat;Code Contrat;text;;;;
aep_etage_de_pression;contrat;Contrat;text;;;;
aep_etage_de_pression;territoire;Code orga;text;;;;
aep_etage_de_pression;libelle;Libellé;text;;;;
aep_etage_de_pression;code;Code;int4;;;;
aep_etage_de_pression;geom;Geom;geometry;;;;
aep_generatrice_sup;id;ID;text;;;;
aep_generatrice_sup;code_contrat;Code Contrat;text;;;;
aep_generatrice_sup;contrat;Contrat;text;;;;
aep_generatrice_sup;territoire;Code orga;text;;;;
aep_generatrice_sup;lib_recol;Récolement;text;;;;
aep_generatrice_sup;prec_clas;Classe précision;text;;;;
aep_generatrice_sup;prec_xy;Classe précision XY;text;;;;
aep_generatrice_sup;prec_z;Classe précision Z;text;;;;
aep_generatrice_sup;date_gref;Date géo-référencement;date;;;;
aep_generatrice_sup;type_gref;Type relève;text;;;;
aep_generatrice_sup;prec_gref;Classe précision appareil de levé;text;;;;
aep_generatrice_sup;valide;Validation;bool;;;;
aep_generatrice_sup;z;Z relève (matrice sup.);numeric;;;;
aep_generatrice_sup;sol_gref;Niveau sol GPS;numeric;;;;
aep_generatrice_sup;hdop;HDOP;float8;;;;
aep_generatrice_sup;vdop;VDOP;float8;;;;
aep_generatrice_sup;pdop;PDOP;float8;;;;
aep_generatrice_sup;prec_xy_cm;Précision XY;numeric;;;;
aep_generatrice_sup;prec_z_cm;Précision Z;numeric;;;;
aep_generatrice_sup;geom;Geom;geometry;;;;
aep_ligne_releve;geom;Geom;geometry;;;;
aep_ligne_releve;id;ID;text;;;;
aep_ligne_releve;code_contrat;Code Contrat;text;;;;
aep_ligne_releve;contrat;Contrat;text;;;;
aep_ligne_releve;territoire;Code orga;text;;;;
aep_ligne_releve;lib_recol;Récolement;text;;;;
aep_ligne_releve;prec_clas;Classe précision;text;;;;
aep_ligne_releve;prec_xy;Classe précision XY;text;;;;
aep_ligne_releve;prec_z;Classe précision Z;text;;;;
aep_ligne_releve;date_gref;Date géo-référencement;date;;;;
aep_ligne_releve;type_gref;Type relève;text;;;;
aep_ligne_releve;prec_gref;Classe précision appareil de levé;text;;;;
aep_ligne_releve;valide;Validation;bool;;;;
aep_ligne_releve;type_obj;Type objet;text;;;;
aep_ligne_releve;id_objet;ID objet;int4;;;;
aep_ligne_releve;etat_gref;Statut relève;text;;;;
aep_noeud;id;ID;text;;;;
aep_noeud;contrat;Contrat;text;;;;
aep_noeud;uuid;UUID;uuid;;;;
aep_noeud;source;Source de donnée;text;;;;
aep_noeud;territoire;Code orga;text;;;;
aep_noeud;integ;Type intégration;text;;;;
aep_noeud;dict;Dict;bool;;;;
aep_noeud;date_cre;Date création;timestamp;;;;
aep_noeud;date_maj;Date MAJ;timestamp;;;;
aep_noeud;id_ext;ID Externe;text;;;;
aep_noeud;commune;Commune;text;;;;
aep_noeud;insee_code;Insee Code;text;;;;
aep_noeud;rue;Rue;text;;;;
aep_noeud;domaine;Domanialité;text;;;;
aep_noeud;date_gref;Date géo-référencement;date;;;;
aep_noeud;type_gref;Type relève;text;;;;
aep_noeud;prec_gref;Classe précision appareil de levé;text;;;;
aep_noeud;date_abdn;Date abandon;date;;;;
aep_noeud;statut;Statut;text;;;;
aep_noeud;exploitant;Exploitant;text;;;;
aep_noeud;propriete;Maître ouvrage;text;;;;
aep_noeud;x;X;numeric;;;;
aep_noeud;y;Y;numeric;;;;
aep_noeud;z;Z relève (matrice sup.);numeric;;;;
aep_noeud;date_serv;Date mise en service;date;;;;
aep_noeud;prec_clas;Classe précision;text;;;;
aep_noeud;prec_xy;Classe précision XY;text;;;;
aep_noeud;prec_z;Classe précision Z;text;;;;
aep_noeud;lib_recol;Récolement;text;;;;
aep_noeud;angle;Angle;float8;;;;
aep_noeud;id_emprise;ID Emprise;text;;;;
aep_noeud;code_contrat;Code Contrat;text;;;;
aep_noeud;geom;Geom;geometry;;;;
aep_ouvrage;id;ID;text;1;SYNTHETIC;Identification;
aep_ouvrage;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_ouvrage;type;Type;text;3;SYNTHETIC;Identification;
aep_ouvrage;libelle;Libellé;text;10;SYNTHETIC;Caractéristiques patrimoine;
aep_ouvrage;lib_recol;Récolement;text;11;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;debit;Débit;float8;12;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;capacite;Capacité;int4;13;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;cote_sol;Niveau sol;numeric;14;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;cote_tp;Cote trop plein;numeric;15;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;radier;Cote radier;numeric;16;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;cde_gmao;Code GMAO;text;17;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;date_serv;Date mise en service;date;18;DETAILED;Caractéristiques patrimoine;
aep_ouvrage;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_ouvrage;prec_clas;Classe précision;text;30;DETAILED;Localisation;
aep_ouvrage;commune;Commune;text;31;DETAILED;Localisation;
aep_ouvrage;rue;Rue;text;32;DETAILED;Localisation;
aep_ouvrage;x;X;numeric;33;DETAILED;Localisation;
aep_ouvrage;y;Y;numeric;34;DETAILED;Localisation;
aep_ouvrage;comment;Commentaires;text;40;DETAILED;Complément;
aep_ouvrage;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_ouvrage;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_ouvrage;angle;Angle;float8;92;DETAILED;Métadonnées;1
aep_ouvrage;geom;Geom;geometry;93;DETAILED;Métadonnées;1
aep_ouvrage;code_contrat;Code Contrat;text;94;DETAILED;Métadonnées;1
aep_ouvrage;uuid;UUID;uuid;;;;
aep_ouvrage;source;Source de donnée;text;;;;
aep_ouvrage;integ;Type intégration;text;;;;
aep_ouvrage;dict;Dict;bool;;;;
aep_ouvrage;date_cre;Date création;timestamp;;;;
aep_ouvrage;date_maj;Date MAJ;timestamp;;;;
aep_ouvrage;id_ext;ID Externe;text;;;;
aep_ouvrage;domaine;Domanialité;text;;;;
aep_ouvrage;date_gref;Date géo-référencement;date;;;;
aep_ouvrage;type_gref;Type relève;text;;;;
aep_ouvrage;prec_gref;Classe précision appareil de levé;text;;;;
aep_ouvrage;date_abdn;Date abandon;date;;;;
aep_ouvrage;statut;Statut;text;;;;
aep_ouvrage;propriete;Maître ouvrage;text;;;;
aep_ouvrage;z;Z relève (matrice sup.);numeric;;;;
aep_ouvrage;prec_xy;Classe précision XY;text;;;;
aep_ouvrage;prec_z;Classe précision Z;text;;;;
aep_ouvrage;id_emprise;ID Emprise;text;;;;
aep_ouvrage;adresse;Adresse ;text;;;;
aep_ouvrage;old_id;ID SIG Source;int4;;;;
aep_point_desserte;id;ID;text;1;SYNTHETIC;Identification;
aep_point_desserte;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_point_desserte;type;Type;text;4;SYNTHETIC;Identification;
aep_point_desserte;diametre;Diamètre;int4;10;SYNTHETIC;Caractéristiques patrimoine;
aep_point_desserte;lib_recol;Récolement;text;11;DETAILED;Caractéristiques patrimoine;
aep_point_desserte;date_serv;Date mise en service;date;12;DETAILED;Caractéristiques patrimoine;
aep_point_desserte;exploitant;Exploitant;text;20;DETAILED;Caractéristiques réseau;
aep_point_desserte;prec_clas;Classe précision;text;30;DETAILED;Localisation;
aep_point_desserte;commune;Commune;text;31;DETAILED;Localisation;
aep_point_desserte;rue;Rue;text;32;DETAILED;Localisation;
aep_point_desserte;adresse;Adresse ;text;36;DETAILED;Localisation;
aep_point_desserte;comment;Commentaires;text;40;DETAILED;Complément;
aep_point_desserte;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_point_desserte;geom;Geom;geometry;91;DETAILED;Métadonnées;1
aep_point_desserte;code_contrat;Code Contrat;text;92;DETAILED;Métadonnées;2
aep_point_desserte;angle;Angle;float8;93;DETAILED;Métadonnées;2
aep_point_desserte;insee_code;Insee Code;text;94;DETAILED;Métadonnées;1
aep_point_desserte;uuid;UUID;uuid;;;;
aep_point_desserte;source;Source de donnée;text;;;;
aep_point_desserte;integ;Type intégration;text;;;;
aep_point_desserte;dict;Dict;bool;;;;
aep_point_desserte;date_cre;Date création;timestamp;;;;
aep_point_desserte;date_maj;Date MAJ;timestamp;;;;
aep_point_desserte;id_ext;ID Externe;text;;;;
aep_point_desserte;domaine;Domanialité;text;;;;
aep_point_desserte;date_gref;Date géo-référencement;date;;;;
aep_point_desserte;type_gref;Type relève;text;;;;
aep_point_desserte;prec_gref;Classe précision appareil de levé;text;;;;
aep_point_desserte;date_abdn;Date abandon;date;;;;
aep_point_desserte;statut;Statut;text;;;;
aep_point_desserte;propriete;Maître ouvrage;text;;;;
aep_point_desserte;x;X;numeric;;;;
aep_point_desserte;y;Y;numeric;;;;
aep_point_desserte;z;Z relève (matrice sup.);numeric;;;;
aep_point_desserte;prec_xy;Classe précision XY;text;;;;
aep_point_desserte;prec_z;Classe précision Z;text;;;;
aep_point_desserte;code;Code;text;;;;
aep_point_desserte;old_id;ID SIG Source;int4;;;;
aep_point_releve;id;ID;text;;;;
aep_point_releve;code_contrat;Code Contrat;text;;;;
aep_point_releve;contrat;Contrat;text;;;;
aep_point_releve;territoire;Code orga;text;;;;
aep_point_releve;lib_recol;Récolement;text;;;;
aep_point_releve;prec_clas;Classe précision;text;;;;
aep_point_releve;prec_xy;Classe précision XY;text;;;;
aep_point_releve;prec_z;Classe précision Z;text;;;;
aep_point_releve;date_gref;Date géo-référencement;date;;;;
aep_point_releve;type_gref;Type relève;text;;;;
aep_point_releve;prec_gref;Classe précision appareil de levé;text;;;;
aep_point_releve;valide;Validation;bool;;;;
aep_point_releve;z;Z relève (matrice sup.);numeric;;;;
aep_point_releve;sol_gref;Niveau sol GPS;numeric;;;;
aep_point_releve;hdop;HDOP;float8;;;;
aep_point_releve;vdop;VDOP;float8;;;;
aep_point_releve;pdop;PDOP;float8;;;;
aep_point_releve;prec_xy_cm;Précision XY;numeric;;;;
aep_point_releve;prec_z_cm;Précision Z;numeric;;;;
aep_point_releve;type_obj;Type objet;text;;;;
aep_point_releve;id_objet;ID objet;int4;;;;
aep_point_releve;etat_gref;Statut relève;text;;;;
aep_point_releve;geom;Geom;geometry;;;;
aep_purge;id;ID;text;1;SYNTHETIC;Identification;
aep_purge;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_purge;type;Type;text;3;SYNTHETIC;Identification;
aep_purge;diametre;Diamètre;int4;10;SYNTHETIC;Caractéristiques patrimoine;
aep_purge;date_serv;Date mise en service;date;11;DETAILED;Caractéristiques patrimoine;
aep_purge;lib_recol;Récolement;text;12;DETAILED;Caractéristiques patrimoine;
aep_purge;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_purge;prec_clas;Classe précision;text;30;DETAILED;Localisation;
aep_purge;commune;Commune;text;31;DETAILED;Localisation;
aep_purge;rue;Rue;text;32;DETAILED;Localisation;
aep_purge;comment;Commentaires;text;40;DETAILED;Complément;
aep_purge;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_purge;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_purge;angle;Angle;float8;92;DETAILED;Métadonnées;1
aep_purge;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
aep_purge;geom;Geom;geometry;94;DETAILED;Métadonnées;1
aep_purge;uuid;UUID;uuid;;;;
aep_purge;source;Source de donnée;text;;;;
aep_purge;integ;Type intégration;text;;;;
aep_purge;dict;Dict;bool;;;;
aep_purge;date_cre;Date création;timestamp;;;;
aep_purge;date_maj;Date MAJ;timestamp;;;;
aep_purge;id_ext;ID Externe;text;;;;
aep_purge;domaine;Domanialité;text;;;;
aep_purge;date_gref;Date géo-référencement;date;;;;
aep_purge;type_gref;Type relève;text;;;;
aep_purge;prec_gref;Classe précision appareil de levé;text;;;;
aep_purge;date_abdn;Date abandon;date;;;;
aep_purge;statut;Statut;text;;;;
aep_purge;propriete;Maître ouvrage;text;;;;
aep_purge;x;X;numeric;;;;
aep_purge;y;Y;numeric;;;;
aep_purge;z;Z relève (matrice sup.);numeric;;;;
aep_purge;prec_xy;Classe précision XY;text;;;;
aep_purge;prec_z;Classe précision Z;text;;;;
aep_purge;code;Code;text;;;;
aep_purge;marque;Marque;text;;;;
aep_purge;adresse;Adresse ;text;;;;
aep_purge;old_id;ID SIG Source;int4;;;;
aep_raccord;id;ID;text;1;SYNTHETIC;Identification;
aep_raccord;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_raccord;type;Type;text;3;SYNTHETIC;Identification;
aep_raccord;diametre;Diamètre;int4;10;SYNTHETIC;Caractéristiques patrimoine;
aep_raccord;date_serv;Date mise en service;date;11;DETAILED;Caractéristiques patrimoine;
aep_raccord;lib_recol;Récolement;text;12;SYNTHETIC;Caractéristiques patrimoine;
aep_raccord;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_raccord;prec_clas;Classe précision;text;30;SYNTHETIC;Localisation;
aep_raccord;commune;Commune;text;31;DETAILED;Localisation;
aep_raccord;rue;Rue;text;32;DETAILED;Localisation;
aep_raccord;x;X;numeric;33;DETAILED;Localisation;
aep_raccord;y;Y;numeric;34;DETAILED;Localisation;
aep_raccord;z;Z relève (matrice sup.);numeric;35;DETAILED;Localisation;
aep_raccord;comment;Commentaires;text;40;DETAILED;Complément;
aep_raccord;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_raccord;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_raccord;angle;Angle;float8;92;DETAILED;Métadonnées;1
aep_raccord;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
aep_raccord;geom;Geom;geometry;94;DETAILED;Métadonnées;1
aep_raccord;uuid;UUID;uuid;;;;
aep_raccord;source;Source de donnée;text;;;;
aep_raccord;integ;Type intégration;text;;;;
aep_raccord;dict;Dict;bool;;;;
aep_raccord;date_cre;Date création;timestamp;;;;
aep_raccord;date_maj;Date MAJ;timestamp;;;;
aep_raccord;id_ext;ID Externe;text;;;;
aep_raccord;domaine;Domanialité;text;;;;
aep_raccord;date_gref;Date géo-référencement;date;;;;
aep_raccord;type_gref;Type relève;text;;;;
aep_raccord;prec_gref;Classe précision appareil de levé;text;;;;
aep_raccord;date_abdn;Date abandon;date;;;;
aep_raccord;statut;Statut;text;;;;
aep_raccord;propriete;Maître ouvrage;text;;;;
aep_raccord;prec_xy;Classe précision XY;text;;;;
aep_raccord;prec_z;Classe précision Z;text;;;;
aep_raccord;id_emprise;ID Emprise;text;;;;
aep_raccord;code;Code;text;;;;
aep_raccord;inv_angle;Inversion angle;bool;;;;
aep_raccord;old_id;ID SIG Source;int4;;;;
aep_regulation;id;ID;text;1;SYNTHETIC;Identification;
aep_regulation;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_regulation;type;Type;text;3;SYNTHETIC;Identification;
aep_regulation;regul;Régulation;text;10;DETAILED;Caractéristiques patrimoine;
aep_regulation;diametre;Diamètre;int4;11;SYNTHETIC;Caractéristiques patrimoine;
aep_regulation;marque;Marque;text;12;DETAILED;Caractéristiques patrimoine;
aep_regulation;modele;Modèle;text;13;DETAILED;Caractéristiques patrimoine;
aep_regulation;lib_recol;Récolement;text;14;DETAILED;Caractéristiques patrimoine;
aep_regulation;date_serv;Date mise en service;date;15;DETAILED;Caractéristiques patrimoine;
aep_regulation;p_amont;Pression amont;numeric;16;DETAILED;Caractéristiques patrimoine;
aep_regulation;p_aval;Pression aval;numeric;17;DETAILED;Caractéristiques patrimoine;
aep_regulation;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_regulation;prec_clas;Classe précision;text;30;SYNTHETIC;Localisation;
aep_regulation;commune;Commune;text;31;DETAILED;Localisation;
aep_regulation;rue;Rue;text;32;DETAILED;Localisation;
aep_regulation;x;X;numeric;33;DETAILED;Localisation;
aep_regulation;y;Y;numeric;34;DETAILED;Localisation;
aep_regulation;z;Z relève (matrice sup.);numeric;35;DETAILED;Localisation;
aep_regulation;comment;Commentaires;text;40;DETAILED;Complément;
aep_regulation;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_regulation;insee_code;Insee Code;text;99;DETAILED;Métadonnées;1
aep_regulation;angle;Angle;float8;99;DETAILED;Métadonnées;1
aep_regulation;code_contrat;Code Contrat;text;99;DETAILED;Métadonnées;1
aep_regulation;geom;Geom;geometry;99;DETAILED;Métadonnées;1
aep_regulation;uuid;UUID;uuid;;;;
aep_regulation;source;Source de donnée;text;;;;
aep_regulation;integ;Type intégration;text;;;;
aep_regulation;dict;Dict;bool;;;;
aep_regulation;date_cre;Date création;timestamp;;;;
aep_regulation;date_maj;Date MAJ;timestamp;;;;
aep_regulation;id_ext;ID Externe;text;;;;
aep_regulation;domaine;Domanialité;text;;;;
aep_regulation;date_gref;Date géo-référencement;date;;;;
aep_regulation;type_gref;Type relève;text;;;;
aep_regulation;prec_gref;Classe précision appareil de levé;text;;;;
aep_regulation;date_abdn;Date abandon;date;;;;
aep_regulation;statut;Statut;text;;;;
aep_regulation;propriete;Maître ouvrage;text;;;;
aep_regulation;prec_xy;Classe précision XY;text;;;;
aep_regulation;prec_z;Classe précision Z;text;;;;
aep_regulation;id_emprise;ID Emprise;text;;;;
aep_regulation;code;Code;text;;;;
aep_regulation;cde_gmao;Code GMAO;text;;;;
aep_regulation;chambre;Sous chambre;bool;;;;
aep_regulation;inv_angle;Inversion angle;bool;;;;
aep_regulation;adresse;Adresse ;text;;;;
aep_regulation;old_id;ID SIG Source;int4;;;;
aep_secteur;code_contrat;Code Contrat;text;;;;
aep_secteur;contrat;Contrat;text;;;;
aep_secteur;territoire;Code orga;text;;;;
aep_secteur;libelle;Libellé;text;;;;
aep_secteur;couleur;Couleur;text;;;;
aep_secteur;contour;Couleur extérieure;text;;;;
aep_secteur;code;Code;text;;;;
aep_secteur;geom;Geom;geometry;;;;
aep_table_journal_ligne;id;ID;text;;;;
aep_table_journal_ligne;id_entite;Id Objet;int8;;;;
aep_table_journal_ligne;type_terr;Type Opération;text;;;;
aep_table_journal_ligne;qgis_data;Données QGIS;jsonb;;;;
aep_table_journal_ligne;data_brute;Données Source;jsonb;;;;
aep_table_journal_ligne;geom;Geom;geometry;;;;
aep_table_journal_point;id;ID;text;;;;
aep_table_journal_point;id_entite;Id Objet;int8;;;;
aep_table_journal_point;type_terr;Type Opération;text;;;;
aep_table_journal_point;qgis_data;Données QGIS;jsonb;;;;
aep_table_journal_point;data_brute;Données Source;jsonb;;;;
aep_table_journal_point;geom;Geom;geometry;;;;
aep_vanne;id;ID;text;1;SYNTHETIC;Identification;
aep_vanne;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_vanne;type;Type;text;3;SYNTHETIC;Identification;
aep_vanne;fonction;Fonction;text;10;DETAILED;Caractéristiques patrimoine;
aep_vanne;diametre;Diamètre;int4;11;SYNTHETIC;Caractéristiques patrimoine;
aep_vanne;position;Position;text;12;SYNTHETIC;Caractéristiques patrimoine;
aep_vanne;fermeture;Sens fermeture;text;13;SYNTHETIC;Caractéristiques patrimoine;
aep_vanne;date_serv;Date mise en service;date;14;SYNTHETIC;Caractéristiques patrimoine;
aep_vanne;lib_recol;Récolement;text;15;DETAILED;Caractéristiques patrimoine;
aep_vanne;marque;Marque;text;16;DETAILED;Caractéristiques patrimoine;
aep_vanne;sol_gref;Niveau sol GPS;numeric;17;DETAILED;Caractéristiques patrimoine;
aep_vanne;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_vanne;prec_clas;Classe précision;text;30;SYNTHETIC;Localisation;
aep_vanne;commune;Commune;text;31;SYNTHETIC;Localisation;
aep_vanne;rue;Rue;text;32;DETAILED;Localisation;
aep_vanne;x;X;numeric;33;DETAILED;Localisation;
aep_vanne;y;Y;numeric;34;DETAILED;Localisation;
aep_vanne;z;Z relève (matrice sup.);numeric;35;DETAILED;Localisation;
aep_vanne;comment;Commentaires;text;40;SYNTHETIC;Complément;
aep_vanne;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_vanne;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_vanne;angle;Angle;float8;92;DETAILED;Métadonnées;1
aep_vanne;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
aep_vanne;geom;Geom;geometry;94;DETAILED;Métadonnées;1
aep_vanne;uuid;UUID;uuid;;;;
aep_vanne;source;Source de donnée;text;;;;
aep_vanne;integ;Type intégration;text;;;;
aep_vanne;dict;Dict;bool;;;;
aep_vanne;date_cre;Date création;timestamp;;;;
aep_vanne;date_maj;Date MAJ;timestamp;;;;
aep_vanne;id_ext;ID Externe;text;;;;
aep_vanne;domaine;Domanialité;text;;;;
aep_vanne;date_gref;Date géo-référencement;date;;;;
aep_vanne;type_gref;Type relève;text;;;;
aep_vanne;prec_gref;Classe précision appareil de levé;text;;;;
aep_vanne;date_abdn;Date abandon;date;;;;
aep_vanne;statut;Statut;text;;;;
aep_vanne;propriete;Maître ouvrage;text;;;;
aep_vanne;prec_xy;Classe précision XY;text;;;;
aep_vanne;prec_z;Classe précision Z;text;;;;
aep_vanne;id_emprise;ID Emprise;text;;;;
aep_vanne;chambre;Sous chambre;bool;;;;
aep_vanne;cde_gmao;Code GMAO;text;;;;
aep_vanne;code;Code;text;;;;
aep_vanne;adresse;Adresse ;text;;;;
aep_vanne;old_id;ID SIG Source;int4;;;;
aep_vanne;prof;Profondeur;numeric;;;;
aep_vanne_de_branche;id;ID;text;1;SYNTHETIC;Identification;
aep_vanne_de_branche;contrat;Contrat;text;2;SYNTHETIC;Identification;
aep_vanne_de_branche;type;Type;text;3;SYNTHETIC;Identification;
aep_vanne_de_branche;diametre;Diamètre;int4;10;SYNTHETIC;Caractéristiques patrimoine;
aep_vanne_de_branche;date_serv;Date mise en service;date;11;SYNTHETIC;Caractéristiques patrimoine;
aep_vanne_de_branche;lib_recol;Récolement;text;12;DETAILED;Caractéristiques patrimoine;
aep_vanne_de_branche;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
aep_vanne_de_branche;prec_clas;Classe précision;text;30;DETAILED;Localisation;
aep_vanne_de_branche;commune;Commune;text;31;DETAILED;Localisation;
aep_vanne_de_branche;rue;Rue;text;32;DETAILED;Localisation;
aep_vanne_de_branche;comment;Commentaires;text;40;DETAILED;Complément;
aep_vanne_de_branche;territoire;Code orga;text;90;DETAILED;Métadonnées;1
aep_vanne_de_branche;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
aep_vanne_de_branche;angle;Angle;float8;92;DETAILED;Métadonnées;1
